mu phi sigma rho nu
-0.3247 0.9590 0.1706 -0.2660 25
-0.4420 0.9527 0.1710 -0.2983 12
-0.3979 0.9597 0.1699 -0.3843 12
-0.3078 0.9496 0.1800 -0.2562 30
-0.4152 0.9505 0.1643 -0.3820 10
-0.3118 0.9380 0.2072 -0.3151 15
-0.4124 0.9696 0.1524 -0.3260 10
-0.3892 0.9464 0.2083 -0.4885 15
-0.5115 0.9702 0.1471 -0.2648 10
-0.3392 0.9591 0.1669 -0.2604 22
-0.3476 0.9660 0.1744 -0.1207 17
-0.3749 0.9585 0.1825 -0.2781 36
-0.3293 0.9643 0.1748 -0.2238 22
-0.3931 0.9695 0.1516 -0.3455 12
-0.4081 0.9624 0.1624 -0.3579 13
-0.3627 0.9646 0.1752 -0.3392 23
-0.3276 0.9445 0.2195 -0.3277 30
-0.5320 0.9672 0.1602 -0.2584 8
-0.3980 0.9595 0.1799 -0.4852 15
-0.4101 0.9567 0.1987 -0.3386 13
-0.4432 0.9496 0.2083 -0.3041 9
-0.3310 0.9762 0.1284 -0.1741 12
-0.2645 0.9487 0.2052 -0.2054 37
-0.4747 0.9543 0.1818 -0.2703 10
-0.5295 0.9623 0.1544 -0.3511 9
-0.2851 0.9761 0.1339 -0.4420 17
-0.3805 0.9713 0.1552 -0.3600 15
-0.3475 0.9560 0.1905 -0.3199 15
-0.4270 0.9624 0.1610 -0.3629 13
-0.3594 0.9743 0.1404 -0.1657 10
-0.4004 0.9756 0.1366 -0.3639 11
-0.4483 0.9644 0.1912 -0.3000 10
-0.3889 0.9735 0.1396 -0.2416 12
-0.3823 0.9624 0.1640 -0.2331 12
-0.3763 0.9679 0.1570 -0.4144 13
-0.4802 0.9677 0.1525 -0.3209 10
-0.4843 0.9681 0.1433 -0.2887 8
-0.3539 0.9728 0.1446 -0.2410 15
-0.3832 0.9460 0.2043 -0.2982 19
-0.3360 0.9515 0.2156 -0.1827 30
-0.3738 0.9588 0.1952 -0.4705 17
-0.3278 0.9553 0.1975 -0.3155 19
-0.4717 0.9614 0.1623 -0.2606 11
-0.3576 0.9680 0.1493 -0.2512 14
-0.4157 0.9475 0.1890 -0.3000 13
-0.4039 0.9714 0.1441 -0.2360 12
-0.4280 0.9751 0.1453 -0.3131 16
-0.4207 0.9741 0.1392 -0.5551 15
-0.3544 0.9453 0.1981 -0.1965 14
-0.3522 0.9593 0.1975 -0.2779 16
-0.3320 0.9668 0.1643 -0.3431 14
-0.5587 0.9570 0.1624 -0.3013 6
-0.3447 0.9634 0.1783 -0.1993 15
-0.3780 0.9629 0.1615 -0.3283 15
-0.3909 0.9684 0.1597 -0.1688 14
-0.2611 0.9748 0.1351 -0.1430 40
-0.4053 0.9600 0.1731 -0.3813 14
-0.4906 0.9661 0.1699 -0.2973 13
-0.3061 0.9629 0.1831 -0.4008 22
-0.3537 0.9510 0.1966 -0.3885 18
-0.3936 0.9738 0.1383 -0.3809 10
-0.4566 0.9653 0.1707 -0.1892 12
-0.4956 0.9771 0.1328 -0.4365 9
-0.4230 0.9641 0.1658 -0.3197 11
-0.3324 0.9585 0.1849 -0.3209 13
-0.3423 0.9649 0.1830 -0.3245 17
-0.3485 0.9690 0.1472 -0.3571 20
-0.4601 0.9720 0.1363 -0.2647 11
-0.4318 0.9561 0.1848 -0.2857 9
-0.2720 0.9718 0.1525 -0.3848 42
-0.3470 0.9618 0.1796 -0.4713 20
-0.3406 0.9632 0.1829 -0.3592 27
-0.3621 0.9812 0.1428 -0.4165 18
-0.3615 0.9494 0.1977 -0.1861 12
-0.4537 0.9543 0.1809 -0.2500 13
-0.3334 0.9619 0.1706 -0.1767 12
-0.4932 0.9628 0.1650 -0.4879 8
-0.4193 0.9675 0.1546 -0.3671 11
-0.4314 0.9685 0.1605 -0.2590 12
-0.3438 0.9587 0.1695 -0.3539 20
-0.3963 0.9659 0.1600 -0.1898 11
-0.4274 0.9594 0.1761 -0.3313 12
-0.4832 0.9454 0.1869 -0.3428 10
-0.3327 0.9549 0.1875 -0.3922 16
-0.4426 0.9358 0.2064 -0.2206 12
-0.5443 0.9633 0.1870 -0.2865 7
-0.4184 0.9688 0.1453 -0.3926 9
-0.4354 0.9717 0.1442 -0.1074 13
-0.4723 0.9811 0.1249 -0.4019 10
-0.3705 0.9839 0.1103 -0.3727 14
-0.3389 0.9635 0.1534 -0.2594 15
-0.3641 0.9522 0.1800 -0.3851 15
-0.4670 0.9751 0.1332 -0.3008 11
-0.3841 0.9660 0.1520 -0.2225 9
-0.3274 0.9576 0.1958 -0.5179 17
-0.3525 0.9623 0.1799 -0.3277 17
-0.4318 0.9509 0.2016 -0.3542 21
-0.4033 0.9620 0.1634 -0.3719 15
-0.4038 0.9746 0.1300 -0.3141 11
-0.3978 0.9595 0.1628 -0.3535 10
-0.3436 0.9688 0.1486 -0.2158 13
-0.5471 0.9670 0.1432 -0.2423 8
-0.3458 0.9731 0.1446 -0.2116 14
-0.2758 0.9542 0.1757 -0.1817 31
-0.3020 0.9705 0.1483 -0.2923 36
-0.3102 0.9627 0.1690 -0.3235 21
-0.4405 0.9592 0.1627 -0.3088 9
-0.2698 0.9441 0.1912 -0.2685 45
-0.4165 0.9775 0.1273 -0.4558 9
-0.2567 0.9462 0.2038 -0.2902 27
-0.3827 0.9731 0.1647 -0.2166 10
-0.3593 0.9584 0.1677 -0.2663 27
-0.4191 0.9567 0.1579 -0.3322 13
-0.4727 0.9670 0.1664 -0.2356 12
-0.4485 0.9770 0.1295 -0.2688 11
-0.2974 0.9597 0.1860 -0.1698 42
-0.3889 0.9501 0.1764 -0.2287 12
-0.4858 0.9612 0.1528 -0.2425 8
-0.3059 0.9450 0.2091 -0.3091 14
-0.4257 0.9688 0.1507 -0.3163 14
-0.4717 0.9745 0.1351 -0.3207 8
-0.4791 0.9751 0.1415 -0.4875 10
-0.3590 0.9557 0.1719 -0.3494 13
-0.3467 0.9716 0.1337 -0.1674 12
-0.4970 0.9746 0.1334 -0.3503 11
-0.4031 0.9728 0.1319 -0.3005 12
-0.3857 0.9713 0.1340 -0.3069 18
-0.3077 0.9559 0.1824 -0.3059 18
-0.4661 0.9649 0.1569 -0.4477 10
-0.3092 0.9631 0.1828 -0.2768 19
-0.4595 0.9751 0.1375 -0.3764 9
-0.3285 0.9543 0.2122 -0.3196 22
-0.3995 0.9594 0.1639 -0.4656 11
-0.2924 0.9672 0.1606 -0.3573 48
-0.5125 0.9574 0.1504 -0.0710 8
-0.4560 0.9502 0.1840 -0.2939 9
-0.4328 0.9476 0.2016 -0.3334 10
-0.4209 0.9543 0.1936 -0.2311 11
-0.3901 0.9630 0.1680 -0.2687 15
-0.3782 0.9735 0.1467 -0.4160 13
-0.4771 0.9710 0.1488 -0.2534 12
-0.4043 0.9647 0.1832 -0.3537 11
-0.3725 0.9597 0.1709 -0.3882 13
-0.4293 0.9682 0.1533 -0.1815 11
-0.3751 0.9658 0.1517 -0.4653 11
-0.4716 0.9649 0.1660 -0.3681 8
-0.3632 0.9520 0.1885 -0.2889 14
-0.3536 0.9613 0.1627 -0.3443 14
-0.3566 0.9657 0.1849 -0.3413 22
-0.4405 0.9711 0.1488 -0.1711 12
-0.4282 0.9639 0.1739 -0.3717 13
-0.3294 0.9558 0.1822 -0.2084 27
-0.3170 0.9790 0.1234 -0.3334 10
-0.4112 0.9547 0.1740 -0.3816 10
-0.3723 0.9646 0.1762 -0.1965 10
-0.3855 0.9566 0.1712 -0.2785 18
-0.3433 0.9561 0.2067 -0.2151 21
-0.4058 0.9588 0.1917 -0.3248 12
-0.3994 0.9732 0.1471 -0.4338 10
-0.4213 0.9537 0.1822 -0.3476 18
-0.3241 0.9511 0.1881 -0.4114 34
-0.4662 0.9686 0.1615 -0.3958 11
-0.3526 0.9723 0.1499 -0.3933 14
-0.3509 0.9659 0.1607 -0.3858 15
-0.4007 0.9491 0.1916 -0.4327 10
-0.3982 0.9398 0.2375 -0.4249 13
-0.4155 0.9526 0.1878 -0.4701 12
-0.3007 0.9421 0.2220 -0.3549 30
-0.4452 0.9706 0.1519 -0.3019 11
-0.4435 0.9657 0.2009 -0.4790 12
-0.4427 0.9738 0.1420 -0.2283 10
-0.3986 0.9616 0.1766 -0.2912 15
-0.3783 0.9747 0.1450 -0.2794 12
-0.3367 0.9698 0.1438 -0.3163 23
-0.3096 0.9613 0.1892 -0.3441 17
-0.3411 0.9718 0.1436 -0.1957 16
-0.3463 0.9456 0.2076 -0.1829 15
-0.3589 0.9620 0.1741 -0.3099 14
-0.3854 0.9606 0.1742 -0.3458 10
-0.2809 0.9599 0.1740 -0.2895 22
-0.3973 0.9782 0.1455 -0.4010 15
-0.3527 0.9459 0.2084 -0.2228 16
-0.3909 0.9659 0.1444 -0.0958 13
-0.3783 0.9697 0.1568 -0.3755 10
-0.3776 0.9622 0.1685 -0.1901 13
-0.4387 0.9742 0.1377 -0.3654 9
-0.3618 0.9714 0.1424 -0.2665 20
-0.3988 0.9642 0.1563 -0.2371 9
-0.4367 0.9774 0.1600 -0.4609 9
-0.5454 0.9451 0.1977 -0.4877 9
-0.4011 0.9671 0.1587 -0.2563 21
-0.3581 0.9683 0.1576 -0.2994 12
-0.2934 0.9598 0.1828 -0.3264 16
-0.3880 0.9587 0.1949 -0.4651 19
-0.4110 0.9599 0.1827 -0.3285 12
-0.4437 0.9663 0.1479 -0.2908 11
-0.4193 0.9439 0.1922 -0.3097 15
-0.3932 0.9743 0.1336 -0.2799 12
-0.3484 0.9606 0.1749 -0.2343 15
-0.4917 0.9742 0.1432 -0.2984 8
-0.2926 0.9713 0.1597 -0.3835 20
-0.3951 0.9763 0.1362 -0.2688 10
-0.3997 0.9554 0.1797 -0.4043 15
-0.3448 0.9560 0.1746 -0.2362 10
-0.3671 0.9632 0.1803 -0.3314 13
-0.4111 0.9693 0.1540 -0.3359 11
-0.4789 0.9524 0.1997 -0.2557 7
-0.3799 0.9633 0.1757 -0.3097 12
-0.3734 0.9608 0.1774 -0.2991 13
-0.2926 0.9361 0.2117 -0.3569 25
-0.3868 0.9368 0.2099 -0.2781 11
-0.3681 0.9297 0.2234 -0.3699 13
-0.3577 0.9769 0.1313 -0.2579 11
-0.4341 0.9587 0.1828 -0.3536 13
-0.4059 0.9649 0.1696 -0.3162 13
-0.3728 0.9758 0.1490 -0.3757 17
-0.4287 0.9761 0.1454 -0.2811 10
-0.3227 0.9789 0.1215 -0.2632 16
-0.4421 0.9616 0.1684 -0.2296 10
-0.3492 0.9759 0.1278 -0.2815 9
-0.3878 0.9520 0.2085 -0.1642 14
-0.3363 0.9604 0.1837 -0.4028 17
-0.3829 0.9685 0.1534 -0.2278 23
-0.3431 0.9492 0.2028 -0.4354 20
-0.3802 0.9630 0.1850 -0.3842 15
-0.3252 0.9694 0.1607 -0.1451 13
-0.4219 0.9676 0.1756 -0.4871 15
-0.4505 0.9680 0.1688 -0.2419 11
-0.4084 0.9646 0.1591 -0.2505 13
-0.3097 0.9557 0.2020 -0.3579 22
-0.4620 0.9497 0.1908 -0.3734 9
-0.4101 0.9698 0.1588 -0.2525 11
-0.4470 0.9533 0.1815 -0.3607 8
-0.4395 0.9474 0.2041 -0.3160 13
-0.3984 0.9654 0.1538 -0.1589 14
-0.3750 0.9731 0.1465 -0.2148 10
-0.4167 0.9574 0.1707 -0.3414 10
-0.3489 0.9657 0.1698 -0.1780 11
-0.3130 0.9615 0.1925 -0.1905 15
-0.2797 0.9415 0.2257 -0.3553 22
-0.2696 0.9692 0.1492 -0.2912 22
-0.3338 0.9520 0.1892 -0.3106 13
-0.4497 0.9781 0.1352 -0.3626 10
-0.3716 0.9627 0.1917 -0.3532 13
-0.3759 0.9708 0.1557 -0.2140 12
-0.3658 0.9497 0.2055 -0.3905 15
-0.3252 0.9723 0.1453 -0.3876 9
-0.3972 0.9379 0.2091 -0.3360 17
-0.3458 0.9731 0.1457 -0.2901 13
-0.3453 0.9686 0.1536 -0.3813 24
-0.2924 0.9726 0.1480 -0.3200 19
-0.3570 0.9386 0.2417 -0.3174 27
-0.4303 0.9547 0.1916 -0.2807 15
-0.3538 0.9553 0.1873 -0.2122 20
-0.2962 0.9732 0.1277 -0.2747 17
-0.3700 0.9675 0.1690 -0.3207 11
-0.3503 0.9675 0.1788 -0.2420 18
-0.3711 0.9434 0.2264 -0.4508 12
-0.3808 0.9552 0.1682 -0.4435 12
-0.3759 0.9469 0.1847 -0.3253 11
-0.3033 0.9679 0.1600 -0.3737 27
-0.4457 0.9350 0.2126 -0.3050 8
-0.3845 0.9598 0.1664 -0.4089 14
-0.3749 0.9638 0.1675 -0.2816 10
-0.4098 0.9714 0.1687 -0.3829 15
-0.4123 0.9611 0.1649 -0.3019 13
-0.3134 0.9618 0.1634 -0.2943 14
-0.2918 0.9656 0.1653 -0.3268 24
-0.4030 0.9566 0.1598 -0.3820 13
-0.4746 0.9650 0.1715 -0.1721 12
-0.4190 0.9567 0.1855 -0.2443 9
-0.3284 0.9479 0.1931 -0.1842 15
-0.3782 0.9643 0.1795 -0.3094 18
-0.4397 0.9787 0.1375 -0.3577 9
-0.4558 0.9601 0.1795 -0.0512 8
-0.3262 0.9701 0.1498 -0.4789 24
-0.3346 0.9720 0.1488 -0.2848 10
-0.3752 0.9552 0.1830 -0.1847 13
-0.3089 0.9722 0.1487 -0.2670 28
-0.3865 0.9529 0.1895 -0.3643 17
-0.4178 0.9647 0.1611 -0.2350 11
-0.4818 0.9738 0.1351 -0.1253 9
-0.4031 0.9608 0.1689 -0.3158 12
-0.4804 0.9671 0.1617 -0.1157 8
-0.3845 0.9555 0.1939 -0.3739 14
-0.3196 0.9281 0.2628 -0.2145 41
-0.4190 0.9653 0.1595 -0.2088 12
-0.3795 0.9490 0.1835 -0.3522 15
-0.4822 0.9626 0.1446 -0.2174 9
-0.4665 0.9702 0.1459 -0.3060 9
-0.4324 0.9655 0.1652 -0.4124 14
-0.3416 0.9580 0.1882 -0.3036 21
-0.2796 0.9539 0.1855 -0.4659 23
-0.3987 0.9596 0.1693 -0.3119 15
-0.4652 0.9606 0.1622 -0.3881 9
-0.3550 0.9431 0.1958 -0.3048 15
-0.4962 0.9623 0.1550 -0.2217 11
-0.4020 0.9428 0.1995 -0.2791 13
-0.4217 0.9643 0.1752 -0.1584 11
-0.3366 0.9652 0.1619 -0.2277 15
-0.3396 0.9479 0.2136 -0.2240 28
-0.4997 0.9567 0.1936 -0.4270 9
-0.4286 0.9525 0.2022 -0.3549 12
-0.4253 0.9737 0.1321 -0.2150 11
-0.5031 0.9679 0.1377 -0.1203 9
-0.2748 0.9642 0.1786 -0.1747 46
-0.3217 0.9561 0.1886 -0.2389 26
-0.4603 0.9545 0.1811 -0.2460 8
-0.4291 0.9465 0.2094 -0.3342 12
-0.4094 0.9701 0.1390 -0.2077 9
-0.3989 0.9462 0.1961 -0.0193 17
-0.4585 0.9618 0.1452 -0.2970 9
-0.4043 0.9699 0.1643 -0.3479 10
-0.4161 0.9606 0.1549 -0.4722 17
-0.2930 0.9680 0.1767 -0.3592 28
-0.4230 0.9645 0.1805 -0.2994 12
-0.3468 0.9643 0.1653 -0.3856 29
-0.4013 0.9678 0.1484 -0.3205 12
-0.3427 0.9585 0.1798 -0.2597 41
-0.4313 0.9679 0.1638 -0.4052 10
-0.2918 0.9647 0.1730 -0.2436 16
-0.4131 0.9692 0.1460 -0.1579 11
-0.4166 0.9328 0.2435 -0.2734 15
-0.3836 0.9789 0.1174 -0.3303 10
-0.3307 0.9511 0.2112 -0.2526 44
-0.3766 0.9644 0.1751 -0.3895 30
-0.4438 0.9499 0.1826 -0.5165 11
-0.3224 0.9623 0.1885 -0.4095 27
-0.3433 0.9718 0.1640 -0.2804 13
-0.2895 0.9438 0.1857 -0.1630 18
-0.3500 0.9732 0.1395 -0.2785 16
-0.4060 0.9588 0.1793 -0.5815 10
-0.3887 0.9613 0.1710 -0.1911 15
-0.4950 0.9604 0.1599 -0.2540 8
-0.3749 0.9688 0.1478 -0.3459 14
-0.4199 0.9600 0.1605 -0.2598 10
-0.4264 0.9561 0.1814 -0.2708 17
-0.3438 0.9358 0.2226 -0.2192 26
-0.4610 0.9701 0.1480 -0.5215 10
-0.3891 0.9633 0.1565 -0.4502 11
-0.4225 0.9718 0.1488 -0.2875 13
-0.4158 0.9219 0.2536 -0.4250 21
-0.3864 0.9368 0.2011 -0.4036 14
-0.3514 0.9644 0.1776 -0.4514 12
-0.2922 0.9545 0.1789 -0.3309 22
-0.4882 0.9670 0.1581 -0.2966 10
-0.3250 0.9549 0.2006 -0.4682 26
-0.3685 0.9673 0.1543 -0.2792 16
-0.4183 0.9667 0.1797 -0.1835 11
-0.4138 0.9618 0.1886 -0.2171 13
-0.5152 0.9625 0.1735 -0.3142 7
-0.3222 0.9632 0.1642 -0.2565 19
-0.4361 0.9662 0.1628 -0.3643 11
-0.4322 0.9607 0.1726 -0.3964 10
-0.3302 0.9437 0.2273 -0.2779 44
-0.4028 0.9444 0.2298 -0.3845 19
-0.3245 0.9393 0.2210 -0.3877 26
-0.2705 0.9643 0.1554 -0.1089 31
-0.4069 0.9570 0.1706 -0.2799 12
-0.3891 0.9579 0.1997 -0.3584 13
-0.3073 0.9662 0.1777 -0.0650 32
-0.4414 0.9644 0.1706 -0.2706 12
-0.4775 0.9596 0.1771 -0.3121 13
-0.3775 0.9448 0.1990 -0.0930 11
-0.3689 0.9613 0.1637 -0.3272 17
-0.3395 0.9580 0.1670 -0.4127 15
-0.3951 0.9646 0.1621 -0.2541 9
-0.3394 0.9544 0.1770 -0.3091 18
-0.3994 0.9609 0.1687 -0.3732 15
-0.4391 0.9712 0.1330 -0.2159 7
-0.4169 0.9551 0.1878 -0.2850 14
-0.4451 0.9579 0.1686 -0.2846 14
-0.3168 0.9461 0.1819 -0.3024 22
-0.4003 0.9735 0.1551 -0.2667 10
-0.3297 0.9560 0.1735 -0.3628 19
-0.4289 0.9626 0.1592 -0.3661 11
-0.4177 0.9513 0.1868 -0.3970 15
-0.4304 0.9696 0.1475 -0.3503 8
-0.3683 0.9539 0.1836 -0.1969 16
-0.4755 0.9751 0.1385 -0.2375 11
-0.3588 0.9620 0.1547 -0.2559 12
-0.3740 0.9648 0.1573 -0.3205 15
-0.3729 0.9664 0.1545 -0.2594 12
-0.3648 0.9475 0.1900 -0.2927 22
-0.3683 0.9503 0.2184 -0.2073 19
-0.4406 0.9685 0.1570 -0.3270 8
-0.4132 0.9510 0.1799 -0.3249 9
-0.4558 0.9595 0.1698 -0.3212 12
-0.3780 0.9586 0.1949 -0.3471 17
-0.3553 0.9713 0.1383 -0.2595 13
-0.3970 0.9650 0.1662 -0.3230 18
-0.4224 0.9605 0.1575 -0.3620 11
-0.4822 0.9773 0.1176 -0.1064 7
-0.4359 0.9531 0.1918 -0.2197 10
-0.3921 0.9580 0.2036 -0.2667 14
-0.3979 0.9489 0.2185 -0.3904 19
-0.4453 0.9604 0.1829 -0.3821 9
-0.3464 0.9710 0.1484 -0.1288 14
-0.3395 0.9626 0.1667 -0.2636 15
-0.3707 0.9502 0.2088 -0.2217 20
-0.4516 0.9582 0.1842 -0.3362 10
-0.3561 0.9702 0.1414 -0.3112 12
-0.3157 0.9687 0.1568 -0.2770 17
-0.3788 0.9302 0.2700 -0.3131 26
-0.4335 0.9698 0.1402 -0.3427 10
-0.3259 0.9674 0.1535 -0.3911 19
-0.4097 0.9646 0.1594 -0.2297 18
-0.3935 0.9672 0.1729 -0.4929 12
-0.3608 0.9549 0.1986 -0.3956 25
-0.4478 0.9538 0.1863 -0.4841 15
-0.4165 0.9651 0.1703 -0.2816 16
-0.3832 0.9283 0.2000 -0.4562 10
-0.4258 0.9581 0.1777 -0.2952 13
-0.3975 0.9633 0.1623 -0.1829 10
-0.4147 0.9644 0.1764 -0.4173 11
-0.2744 0.9695 0.1795 -0.2867 18
-0.3858 0.9668 0.1685 -0.4075 15
-0.4455 0.9766 0.1217 -0.3359 9
-0.3801 0.9355 0.2576 -0.4075 14
-0.4197 0.9488 0.1825 -0.3068 32
-0.4642 0.9504 0.1883 0.0201 11
-0.3372 0.9516 0.1940 -0.3210 21
-0.3662 0.9683 0.1434 -0.2626 12
-0.3742 0.9652 0.1685 -0.3282 13
-0.4596 0.9670 0.1430 -0.3617 10
-0.3950 0.9693 0.1515 -0.4137 14
-0.3040 0.9673 0.1564 -0.2532 14
-0.4354 0.9520 0.2025 -0.2417 12
-0.3544 0.9636 0.1614 -0.2006 10
-0.3980 0.9623 0.1535 -0.4507 17
-0.3749 0.9561 0.1948 -0.3345 14
-0.4322 0.9753 0.1368 -0.4435 9
-0.3947 0.9659 0.1764 -0.4053 10
-0.4993 0.9498 0.1863 -0.3026 10
-0.3825 0.9318 0.2335 -0.2707 14
-0.4352 0.9593 0.1703 -0.3913 10
-0.3885 0.9574 0.1671 -0.4011 12
-0.4433 0.9711 0.1632 -0.2704 11
-0.2695 0.9756 0.1378 -0.2624 26
-0.3860 0.9611 0.1818 -0.2956 16
-0.3745 0.9650 0.1667 -0.2650 10
-0.4023 0.9624 0.1659 -0.3974 16
-0.3799 0.9807 0.1286 -0.3390 9
-0.3419 0.9802 0.1095 -0.2466 14
-0.3378 0.9559 0.1549 -0.2678 13
-0.4245 0.9608 0.1681 -0.2181 9
-0.3517 0.9550 0.1869 -0.3939 15
-0.2829 0.9687 0.1596 -0.2983 29
-0.4033 0.9799 0.1225 -0.3789 10
-0.4344 0.9663 0.1633 -0.3028 10
-0.4828 0.9752 0.1214 -0.0731 8
-0.4351 0.9574 0.1849 -0.4271 11
-0.4790 0.9584 0.1593 -0.2904 11
-0.4153 0.9572 0.1770 -0.3585 15
-0.3478 0.9481 0.2116 -0.4034 19
-0.3991 0.9631 0.1596 -0.1130 10
-0.3555 0.9807 0.1393 -0.2811 13
-0.3532 0.9656 0.1698 -0.3403 13
-0.4152 0.9660 0.1684 -0.3349 18
-0.3785 0.9611 0.1733 -0.3218 14
-0.4057 0.9505 0.1928 -0.4038 14
-0.4645 0.9758 0.1498 -0.4015 9
-0.4704 0.9566 0.1758 -0.3666 14
-0.3256 0.9485 0.2032 -0.3322 23
-0.3604 0.9644 0.1552 -0.1492 16
-0.3420 0.9720 0.1250 -0.3359 13
-0.3198 0.9697 0.1662 -0.4405 16
-0.3785 0.9628 0.1694 -0.3223 12
-0.3954 0.9420 0.1781 -0.4096 18
-0.3406 0.9691 0.1682 -0.2546 16
-0.4335 0.9516 0.1920 -0.3246 16
-0.3852 0.9626 0.1823 -0.4185 11
-0.2973 0.9473 0.2116 -0.2535 30
-0.3681 0.9553 0.1936 -0.1199 21
-0.3032 0.9378 0.2225 -0.3702 21
-0.3145 0.9640 0.1773 -0.2919 15
-0.5141 0.9422 0.1953 -0.3162 7
-0.3897 0.9628 0.1693 -0.4263 15
-0.3126 0.9509 0.1899 -0.2247 17
-0.5563 0.9628 0.1839 -0.3897 6
-0.3831 0.9505 0.1962 -0.2619 15
-0.3562 0.9557 0.1618 -0.1351 11
-0.3682 0.9239 0.2071 -0.2027 11
-0.3802 0.9678 0.1711 -0.3394 12
-0.3957 0.9694 0.1408 -0.2989 10
-0.3348 0.9617 0.1752 -0.0846 15
-0.3910 0.9692 0.1432 -0.1935 15
-0.3511 0.9539 0.1933 -0.3079 14
-0.3470 0.9302 0.2343 -0.2617 22
-0.4538 0.9587 0.1869 -0.3368 9
-0.3359 0.9501 0.2028 -0.1822 18
-0.3933 0.9347 0.2374 -0.3478 15
-0.3626 0.9597 0.2131 -0.3708 15
-0.4174 0.9517 0.2038 -0.2432 12
-0.3071 0.9550 0.1917 -0.3327 31
-0.4095 0.9703 0.1343 -0.3077 12
-0.3971 0.9688 0.1589 -0.3607 12
-0.4215 0.9585 0.1799 -0.2612 16
-0.4696 0.9812 0.1068 -0.1911 10
-0.2607 0.9658 0.1534 -0.3287 29
-0.4349 0.9736 0.1485 -0.3653 8
-0.4283 0.9366 0.2269 -0.4272 23
-0.4114 0.9685 0.1493 -0.2629 11
-0.4325 0.9412 0.2204 -0.3769 10
-0.3514 0.9490 0.1878 -0.1180 22
-0.3767 0.9678 0.1650 -0.3570 13
-0.4056 0.9628 0.1629 -0.2467 12
-0.2968 0.9720 0.1445 -0.4015 15
-0.3771 0.9569 0.1954 -0.4320 32
-0.3523 0.9552 0.1920 -0.3691 22
-0.5038 0.9416 0.2171 -0.3923 10
-0.4808 0.9586 0.1771 -0.2396 12
-0.3667 0.9663 0.1572 -0.3969 15
-0.3567 0.9720 0.1413 -0.4347 8
-0.3699 0.9727 0.1430 -0.4046 11
-0.5201 0.9737 0.1482 -0.4122 8
-0.3636 0.9771 0.1411 -0.2996 15
-0.3650 0.9721 0.1392 -0.0769 10
-0.3044 0.9654 0.1710 -0.3187 17
-0.4025 0.9425 0.2246 -0.3462 12
-0.3124 0.9575 0.1770 -0.3520 20
-0.4669 0.9416 0.2156 -0.3001 9
-0.3755 0.9435 0.1972 -0.3139 15
-0.4308 0.9649 0.1825 -0.2288 9
-0.4362 0.9540 0.1929 -0.2977 11
-0.3460 0.9725 0.1448 -0.4775 15
-0.3799 0.9685 0.1624 -0.2890 13
-0.4184 0.9606 0.1662 -0.3831 17
-0.4311 0.9633 0.1546 -0.3995 11
-0.3090 0.9170 0.2656 -0.4344 34
-0.3647 0.9488 0.1862 -0.2580 13
-0.3798 0.9716 0.1493 -0.2527 16
-0.2695 0.9710 0.1523 -0.4091 26
-0.4934 0.9650 0.1813 -0.3948 7
-0.3914 0.9743 0.1367 -0.3994 10
-0.3988 0.9528 0.1980 -0.0693 10
-0.4034 0.9629 0.2073 -0.4340 11
-0.4539 0.9560 0.1811 -0.4091 13
-0.3102 0.9744 0.1406 -0.0243 21
-0.3793 0.9704 0.1612 -0.3027 14
-0.3929 0.9561 0.1918 -0.3184 10
-0.3520 0.9635 0.1488 -0.3017 18
-0.4705 0.9689 0.1604 -0.4490 10
-0.3613 0.9469 0.1872 -0.3535 22
-0.3868 0.9584 0.1665 -0.2988 14
-0.4201 0.9666 0.1601 -0.2674 13
-0.3728 0.9486 0.2082 -0.2835 17
-0.4490 0.9656 0.1618 -0.3595 10
-0.3835 0.9422 0.2149 -0.3495 12
-0.3883 0.9645 0.1628 -0.3538 12
-0.5084 0.9615 0.1638 -0.3533 8
-0.4995 0.9623 0.1656 -0.1149 10
-0.3805 0.9491 0.1838 -0.3539 11
-0.3878 0.9577 0.2027 -0.3983 11
-0.3741 0.9547 0.1892 -0.3128 20
-0.5083 0.9517 0.1940 -0.1589 8
-0.4812 0.9667 0.1661 -0.2554 8
-0.3766 0.9370 0.2282 -0.3001 22
-0.3821 0.9670 0.1518 -0.2928 11
-0.3432 0.9377 0.2066 -0.4114 22
-0.4196 0.9652 0.1762 -0.3306 9
-0.3141 0.9694 0.1489 -0.2192 17
-0.4863 0.9572 0.1856 -0.3372 9
-0.3671 0.9677 0.1669 -0.4607 13
-0.3152 0.9607 0.1830 -0.2534 23
-0.4511 0.9677 0.1577 -0.4428 9
-0.2734 0.9476 0.1883 -0.2705 31
-0.4776 0.9782 0.1211 -0.3132 9
-0.4177 0.9571 0.1931 -0.3977 13
-0.3893 0.9653 0.1677 -0.3421 11
-0.3376 0.9610 0.1803 -0.2448 18
-0.3216 0.9672 0.1498 -0.2928 21
-0.3390 0.9574 0.1678 -0.2764 14
-0.4811 0.9636 0.1737 -0.1177 10
-0.3305 0.9749 0.1366 -0.2048 22
-0.4419 0.9525 0.1919 -0.3361 11
-0.2993 0.9486 0.1944 -0.3372 28
-0.3725 0.9474 0.1991 -0.3491 23
-0.3602 0.9751 0.1469 -0.4799 12
-0.4713 0.9791 0.1505 -0.5309 8
-0.3646 0.9743 0.1486 -0.2644 13
-0.4430 0.9654 0.1777 -0.2517 12
