mu phi sigma rho nu
-0.3498 0.9766 0.1463 -0.2737 13
-0.3796 0.9765 0.1416 -0.3035 9
-0.3719 0.9773 0.1397 -0.3230 11
-0.3879 0.9776 0.1432 -0.3159 16
-0.3688 0.9776 0.1381 -0.2592 9
-0.3865 0.9819 0.1360 -0.2293 14
-0.3252 0.9741 0.1437 -0.2983 12
-0.3743 0.9778 0.1406 -0.2813 17
-0.3555 0.9772 0.1398 -0.2683 14
-0.3510 0.9779 0.1388 -0.2587 10
-0.3408 0.9779 0.1378 -0.2472 15
-0.3870 0.9783 0.1382 -0.2857 13
-0.3840 0.9801 0.1377 -0.2839 13
-0.4167 0.9771 0.1484 -0.2588 12
-0.3946 0.9761 0.1502 -0.2804 11
-0.3572 0.9772 0.1562 -0.3061 11
-0.3743 0.9744 0.1542 -0.3143 14
-0.3827 0.9770 0.1629 -0.3255 11
-0.3931 0.9745 0.1648 -0.3155 11
-0.3791 0.9735 0.1547 -0.2788 15
-0.3944 0.9770 0.1482 -0.3109 13
-0.4029 0.9767 0.1536 -0.3112 10
-0.3802 0.9768 0.1595 -0.3252 11
-0.3838 0.9719 0.1575 -0.3325 12
-0.3919 0.9749 0.1531 -0.3580 11
-0.3710 0.9756 0.1491 -0.3562 13
-0.3764 0.9775 0.1477 -0.3491 11
-0.3975 0.9774 0.1484 -0.3310 9
-0.3915 0.9771 0.1494 -0.3291 12
-0.4082 0.9771 0.1440 -0.3417 14
-0.3918 0.9777 0.1389 -0.3369 12
-0.4057 0.9801 0.1419 -0.3339 13
-0.3818 0.9779 0.1435 -0.3507 14
-0.3633 0.9817 0.1420 -0.3541 13
-0.3966 0.9792 0.1488 -0.3370 13
-0.3750 0.9815 0.1424 -0.3238 14
-0.4008 0.9784 0.1404 -0.3211 14
-0.4032 0.9821 0.1380 -0.3404 15
-0.4171 0.9783 0.1460 -0.3598 20
-0.3957 0.9774 0.1437 -0.3256 12
-0.4038 0.9773 0.1449 -0.3267 13
-0.3844 0.9763 0.1491 -0.3087 12
-0.3779 0.9774 0.1553 -0.3122 16
-0.3873 0.9749 0.1503 -0.2995 12
-0.3869 0.9749 0.1523 -0.2596 13
-0.4009 0.9747 0.1592 -0.2625 17
-0.3601 0.9712 0.1570 -0.2893 13
-0.3997 0.9739 0.1532 -0.2882 12
-0.3924 0.9762 0.1529 -0.3106 11
-0.3920 0.9744 0.1481 -0.3475 12
-0.4021 0.9759 0.1474 -0.3282 12
-0.3971 0.9767 0.1433 -0.3243 12
-0.4046 0.9769 0.1430 -0.2915 12
-0.4252 0.9776 0.1443 -0.3310 10
-0.3945 0.9780 0.1447 -0.3085 17
-0.3965 0.9778 0.1415 -0.3143 12
-0.3495 0.9752 0.1460 -0.3170 13
-0.3776 0.9754 0.1400 -0.3419 17
-0.3646 0.9755 0.1393 -0.3427 12
-0.3798 0.9781 0.1346 -0.3053 15
-0.3505 0.9759 0.1385 -0.2995 14
-0.3615 0.9755 0.1386 -0.3023 13
-0.3863 0.9749 0.1405 -0.3260 16
-0.3807 0.9787 0.1365 -0.3326 17
-0.4124 0.9762 0.1352 -0.3315 21
-0.3993 0.9784 0.1395 -0.3571 14
-0.3661 0.9755 0.1371 -0.3678 19
-0.3875 0.9769 0.1331 -0.3532 13
-0.3996 0.9776 0.1297 -0.2981 12
-0.3661 0.9764 0.1364 -0.3797 9
-0.3841 0.9783 0.1361 -0.3692 12
-0.3672 0.9760 0.1332 -0.3593 13
-0.3643 0.9769 0.1385 -0.3804 14
-0.3887 0.9726 0.1395 -0.3468 13
-0.3837 0.9773 0.1359 -0.3556 13
-0.3737 0.9771 0.1366 -0.3827 14
-0.3643 0.9760 0.1306 -0.3774 13
-0.3634 0.9790 0.1347 -0.3553 17
-0.3607 0.9738 0.1323 -0.3064 14
-0.3772 0.9736 0.1369 -0.3650 15
-0.3631 0.9759 0.1345 -0.3194 13
-0.3406 0.9774 0.1374 -0.3314 13
-0.3896 0.9736 0.1342 -0.3195 23
-0.3634 0.9744 0.1383 -0.2932 12
-0.3431 0.9770 0.1411 -0.3228 10
-0.3758 0.9775 0.1349 -0.2853 18
-0.3309 0.9763 0.1343 -0.2909 11
-0.3552 0.9781 0.1400 -0.2911 16
-0.3722 0.9753 0.1398 -0.3004 12
-0.3470 0.9787 0.1401 -0.2850 16
-0.3576 0.9772 0.1401 -0.3136 11
-0.3713 0.9758 0.1377 -0.3057 13
-0.3392 0.9714 0.1437 -0.2988 14
-0.3712 0.9742 0.1361 -0.2889 14
-0.3514 0.9788 0.1326 -0.3011 14
-0.3509 0.9767 0.1306 -0.2852 12
-0.3473 0.9766 0.1372 -0.2841 10
-0.3416 0.9728 0.1455 -0.2718 13
-0.3495 0.9742 0.1457 -0.2590 13
-0.3739 0.9743 0.1480 -0.2669 10
-0.3469 0.9705 0.1430 -0.2702 11
-0.3633 0.9736 0.1401 -0.2803 11
-0.3619 0.9752 0.1314 -0.2764 11
-0.3922 0.9755 0.1363 -0.2556 12
-0.3604 0.9720 0.1402 -0.2254 11
-0.3568 0.9760 0.1413 -0.2410 11
-0.3524 0.9755 0.1411 -0.2780 11
-0.3655 0.9760 0.1401 -0.3064 13
-0.3707 0.9765 0.1403 -0.2884 9
-0.3579 0.9720 0.1402 -0.3168 11
-0.3792 0.9770 0.1420 -0.3386 12
-0.3512 0.9767 0.1418 -0.3296 10
-0.3401 0.9755 0.1463 -0.3142 15
-0.3805 0.9743 0.1436 -0.3044 14
-0.3785 0.9743 0.1441 -0.3402 14
-0.3631 0.9750 0.1413 -0.3087 12
-0.3855 0.9768 0.1428 -0.2653 12
-0.3783 0.9769 0.1427 -0.2735 9
-0.3908 0.9765 0.1462 -0.2501 10
-0.3665 0.9732 0.1420 -0.2537 12
-0.4110 0.9771 0.1380 -0.2390 10
-0.4203 0.9763 0.1355 -0.2398 9
-0.3939 0.9768 0.1395 -0.2422 9
-0.4087 0.9763 0.1400 -0.2543 10
-0.4017 0.9760 0.1413 -0.2051 9
-0.4027 0.9758 0.1385 -0.2248 10
-0.3852 0.9752 0.1390 -0.2610 12
-0.4339 0.9712 0.1381 -0.2829 11
-0.3977 0.9774 0.1406 -0.2692 11
-0.4052 0.9755 0.1402 -0.2878 10
-0.3985 0.9768 0.1393 -0.2437 11
-0.3946 0.9766 0.1414 -0.1867 11
-0.4262 0.9747 0.1451 -0.1997 10
-0.4231 0.9757 0.1419 -0.2182 14
-0.4565 0.9638 0.1531 -0.1764 15
-0.4118 0.9683 0.1565 -0.1978 10
-0.3957 0.9719 0.1540 -0.2394 11
-0.4193 0.9714 0.1548 -0.2650 16
-0.3777 0.9669 0.1608 -0.2940 10
-0.4013 0.9699 0.1599 -0.2789 17
-0.4184 0.9661 0.1611 -0.3023 13
-0.3966 0.9647 0.1633 -0.3152 12
-0.3903 0.9652 0.1647 -0.3052 13
-0.4024 0.9651 0.1660 -0.3118 12
-0.3760 0.9724 0.1582 -0.3205 13
-0.3684 0.9716 0.1566 -0.2976 14
-0.3838 0.9692 0.1545 -0.2712 14
-0.3862 0.9692 0.1579 -0.3131 14
-0.3695 0.9691 0.1616 -0.3378 18
-0.3848 0.9657 0.1610 -0.3255 11
-0.3729 0.9707 0.1612 -0.3219 16
-0.3701 0.9679 0.1533 -0.3261 13
-0.3609 0.9737 0.1496 -0.3360 14
-0.3421 0.9705 0.1511 -0.3262 16
-0.3628 0.9741 0.1539 -0.3170 19
-0.3769 0.9690 0.1546 -0.2968 23
-0.3603 0.9690 0.1564 -0.2772 18
-0.3643 0.9681 0.1545 -0.2992 24
-0.3451 0.9719 0.1536 -0.2844 23
-0.3507 0.9729 0.1509 -0.2756 15
-0.3560 0.9680 0.1509 -0.2282 17
-0.3568 0.9671 0.1544 -0.2495 13
-0.3624 0.9673 0.1568 -0.2852 16
-0.3418 0.9663 0.1591 -0.3058 13
-0.3501 0.9702 0.1568 -0.2598 21
-0.3431 0.9657 0.1604 -0.2752 23
-0.3503 0.9653 0.1595 -0.2310 19
-0.3532 0.9641 0.1586 -0.2700 26
-0.3614 0.9661 0.1640 -0.2676 21
-0.3651 0.9633 0.1609 -0.2429 18
-0.3707 0.9644 0.1603 -0.2271 13
-0.3724 0.9657 0.1577 -0.2183 13
-0.3680 0.9697 0.1641 -0.2158 15
-0.3904 0.9640 0.1616 -0.2417 12
-0.3878 0.9656 0.1660 -0.2587 17
-0.3572 0.9690 0.1611 -0.3095 17
-0.3685 0.9708 0.1591 -0.2432 17
-0.3584 0.9660 0.1563 -0.2644 16
-0.3635 0.9670 0.1611 -0.2329 19
-0.3724 0.9714 0.1548 -0.1997 17
-0.3525 0.9712 0.1556 -0.2319 15
-0.3635 0.9684 0.1534 -0.2525 13
-0.3739 0.9715 0.1520 -0.2340 14
-0.3351 0.9671 0.1515 -0.1874 10
-0.3675 0.9692 0.1492 -0.2515 20
-0.3709 0.9702 0.1506 -0.2378 16
-0.3666 0.9692 0.1490 -0.2103 13
-0.3573 0.9699 0.1496 -0.1929 16
-0.3282 0.9730 0.1508 -0.1891 12
-0.3341 0.9750 0.1476 -0.2117 18
-0.3236 0.9702 0.1499 -0.2363 19
-0.3559 0.9757 0.1487 -0.2796 19
-0.3739 0.9700 0.1529 -0.2770 14
-0.3458 0.9721 0.1585 -0.2078 15
-0.3364 0.9658 0.1580 -0.2336 15
-0.3471 0.9665 0.1537 -0.2401 13
-0.3453 0.9736 0.1501 -0.2700 14
-0.3447 0.9744 0.1509 -0.2715 13
-0.3749 0.9692 0.1506 -0.2642 21
-0.3416 0.9738 0.1492 -0.2415 11
-0.3344 0.9748 0.1422 -0.2401 13
-0.3570 0.9707 0.1445 -0.1844 11
-0.3624 0.9742 0.1447 -0.1998 17
-0.3441 0.9737 0.1426 -0.2149 15
-0.3491 0.9759 0.1407 -0.2393 14
-0.3617 0.9749 0.1418 -0.2211 16
-0.3564 0.9747 0.1440 -0.2212 21
-0.3487 0.9705 0.1470 -0.2172 13
-0.3685 0.9723 0.1441 -0.2062 14
-0.3736 0.9725 0.1501 -0.2626 12
-0.3818 0.9679 0.1550 -0.2787 11
-0.3659 0.9731 0.1477 -0.2776 13
-0.3568 0.9729 0.1506 -0.2726 13
-0.3435 0.9680 0.1556 -0.3200 11
-0.3585 0.9685 0.1559 -0.3358 9
-0.3627 0.9674 0.1537 -0.3172 13
-0.3563 0.9737 0.1510 -0.3104 12
-0.3525 0.9737 0.1503 -0.3102 18
-0.3522 0.9726 0.1524 -0.3147 17
-0.3413 0.9719 0.1562 -0.3182 15
-0.3321 0.9711 0.1544 -0.3842 17
-0.3561 0.9727 0.1510 -0.3668 17
-0.3511 0.9705 0.1501 -0.3702 13
-0.3599 0.9699 0.1450 -0.3697 18
-0.3405 0.9695 0.1479 -0.3732 14
-0.3447 0.9702 0.1483 -0.3898 19
-0.3520 0.9702 0.1525 -0.3240 16
-0.3444 0.9692 0.1444 -0.2992 19
-0.3415 0.9725 0.1441 -0.2897 13
-0.3405 0.9722 0.1502 -0.2918 11
-0.3366 0.9720 0.1477 -0.2597 17
-0.3306 0.9712 0.1458 -0.3014 14
-0.3657 0.9699 0.1474 -0.3204 14
-0.3556 0.9743 0.1440 -0.2944 12
-0.3705 0.9679 0.1484 -0.3145 26
-0.3561 0.9671 0.1453 -0.3330 15
-0.3486 0.9717 0.1479 -0.2965 20
-0.3328 0.9670 0.1403 -0.3040 14
-0.3683 0.9726 0.1434 -0.3440 15
-0.3546 0.9693 0.1450 -0.3504 15
-0.3568 0.9687 0.1484 -0.3277 11
-0.3316 0.9678 0.1472 -0.2708 15
-0.3568 0.9681 0.1472 -0.2639 14
-0.3350 0.9676 0.1552 -0.2937 19
-0.3611 0.9716 0.1492 -0.3247 15
-0.3406 0.9721 0.1484 -0.3086 16
-0.3687 0.9687 0.1508 -0.3139 21
-0.3332 0.9732 0.1489 -0.2855 14
-0.3448 0.9735 0.1541 -0.2686 11
-0.3220 0.9692 0.1552 -0.2928 15
-0.3320 0.9700 0.1485 -0.3062 11
-0.3574 0.9727 0.1560 -0.2759 16
-0.3335 0.9715 0.1549 -0.2812 12
-0.3249 0.9668 0.1596 -0.2865 16
-0.3508 0.9658 0.1635 -0.3098 16
-0.3584 0.9662 0.1615 -0.2893 20
-0.3547 0.9679 0.1562 -0.2952 13
-0.3666 0.9710 0.1558 -0.2603 26
-0.3549 0.9665 0.1557 -0.2992 19
-0.3390 0.9667 0.1610 -0.3154 19
-0.3524 0.9672 0.1599 -0.3312 21
-0.3632 0.9666 0.1593 -0.3477 26
-0.3389 0.9686 0.1555 -0.3099 20
-0.3246 0.9722 0.1608 -0.3531 19
-0.3347 0.9713 0.1584 -0.3387 22
-0.2938 0.9660 0.1665 -0.3328 17
-0.3197 0.9661 0.1740 -0.3538 19
-0.3418 0.9632 0.1729 -0.3488 20
-0.3135 0.9638 0.1683 -0.3392 18
-0.3246 0.9662 0.1685 -0.3405 16
-0.3306 0.9660 0.1663 -0.3514 22
-0.3195 0.9710 0.1616 -0.3718 22
-0.3078 0.9680 0.1715 -0.3871 20
-0.3463 0.9667 0.1709 -0.3086 14
-0.3110 0.9648 0.1718 -0.3092 28
-0.3108 0.9703 0.1708 -0.3054 28
-0.3220 0.9707 0.1693 -0.3051 13
-0.3271 0.9729 0.1692 -0.3556 20
-0.3410 0.9714 0.1632 -0.3212 21
-0.3099 0.9677 0.1649 -0.2910 21
-0.3432 0.9720 0.1624 -0.2512 22
-0.3223 0.9696 0.1605 -0.2378 18
-0.3141 0.9726 0.1626 -0.2858 22
-0.2877 0.9729 0.1645 -0.3201 21
-0.2730 0.9682 0.1664 -0.2937 20
-0.3250 0.9717 0.1709 -0.3077 28
-0.2974 0.9657 0.1744 -0.3186 38
-0.3111 0.9647 0.1703 -0.2873 21
-0.3069 0.9663 0.1728 -0.2718 30
-0.3017 0.9655 0.1795 -0.2558 14
-0.3185 0.9633 0.1749 -0.2146 17
-0.3274 0.9659 0.1787 -0.2226 29
-0.3282 0.9633 0.1759 -0.2181 18
-0.3454 0.9654 0.1833 -0.2367 31
-0.3337 0.9634 0.1787 -0.2615 18
-0.3284 0.9638 0.1798 -0.2111 22
-0.3439 0.9640 0.1804 -0.2656 13
-0.3320 0.9635 0.1760 -0.2529 26
-0.3258 0.9662 0.1803 -0.2393 11
-0.3262 0.9652 0.1833 -0.2233 23
-0.3247 0.9652 0.1855 -0.2483 12
-0.3207 0.9639 0.1912 -0.2742 17
-0.3622 0.9638 0.1943 -0.2534 17
-0.3580 0.9644 0.1998 -0.3178 17
-0.3628 0.9628 0.1986 -0.2897 15
-0.3655 0.9628 0.2035 -0.3099 24
-0.3578 0.9577 0.2065 -0.2883 23
-0.3475 0.9565 0.2019 -0.2716 15
-0.3375 0.9607 0.1965 -0.2705 56
-0.3339 0.9621 0.1934 -0.2984 19
-0.2940 0.9638 0.1955 -0.3188 18
-0.3259 0.9653 0.1933 -0.3348 67
-0.3309 0.9638 0.1901 -0.3637 30
-0.2953 0.9651 0.1851 -0.3241 39
-0.3270 0.9654 0.1955 -0.3393 24
-0.3066 0.9623 0.1965 -0.3803 28
-0.3219 0.9638 0.1968 -0.3264 16
-0.3243 0.9616 0.1958 -0.3509 34
-0.3285 0.9628 0.1985 -0.3252 20
-0.3369 0.9577 0.1971 -0.3180 19
-0.3669 0.9621 0.1993 -0.3123 14
-0.3427 0.9621 0.1881 -0.2839 17
-0.3505 0.9633 0.1870 -0.3068 13
-0.3730 0.9645 0.1886 -0.3031 12
-0.3773 0.9644 0.1895 -0.3293 16
-0.3820 0.9644 0.1901 -0.3031 19
-0.3774 0.9682 0.1894 -0.3434 13
-0.3752 0.9645 0.1904 -0.3343 23
-0.3833 0.9652 0.1965 -0.3334 20
-0.3995 0.9622 0.1919 -0.3489 14
-0.3700 0.9657 0.1886 -0.2781 25
-0.3866 0.9647 0.1828 -0.2392 13
-0.3768 0.9668 0.1695 -0.2751 19
-0.3794 0.9685 0.1735 -0.2957 16
-0.3900 0.9724 0.1666 -0.3348 25
-0.3683 0.9735 0.1692 -0.3347 16
-0.3511 0.9735 0.1722 -0.3683 18
-0.3644 0.9692 0.1766 -0.3586 14
-0.3685 0.9686 0.1748 -0.3335 19
-0.3565 0.9665 0.1750 -0.2903 16
-0.3679 0.9661 0.1777 -0.2920 17
-0.3618 0.9651 0.1794 -0.3233 13
-0.3523 0.9706 0.1781 -0.3171 15
-0.3746 0.9652 0.1821 -0.3175 15
-0.3690 0.9644 0.1754 -0.3161 16
-0.3671 0.9705 0.1715 -0.2917 21
-0.3610 0.9669 0.1719 -0.2934 12
-0.3717 0.9670 0.1737 -0.2346 13
-0.3828 0.9660 0.1731 -0.1795 13
-0.3815 0.9647 0.1742 -0.1490 13
-0.3750 0.9638 0.1819 -0.1557 19
-0.3670 0.9639 0.1777 -0.1842 15
-0.3721 0.9644 0.1842 -0.2041 14
-0.3565 0.9628 0.1867 -0.1889 14
-0.3717 0.9670 0.1761 -0.1822 15
-0.3975 0.9651 0.1768 -0.1931 13
-0.3801 0.9632 0.1747 -0.1873 16
-0.3918 0.9640 0.1740 -0.2120 12
-0.3857 0.9638 0.1744 -0.2164 21
-0.4005 0.9696 0.1649 -0.2038 13
-0.4066 0.9651 0.1768 -0.2303 13
-0.3853 0.9631 0.1755 -0.2589 12
-0.4154 0.9635 0.1693 -0.3049 11
-0.3822 0.9604 0.1846 -0.2935 23
-0.3959 0.9633 0.1768 -0.3052 14
-0.4001 0.9654 0.1836 -0.3598 14
-0.3737 0.9637 0.1825 -0.3556 14
-0.3804 0.9648 0.1765 -0.3178 17
-0.3863 0.9647 0.1737 -0.3225 16
-0.3615 0.9651 0.1816 -0.3647 14
-0.3604 0.9654 0.1813 -0.3747 17
-0.3608 0.9638 0.1764 -0.3857 11
-0.3618 0.9669 0.1797 -0.3643 12
-0.3517 0.9647 0.1737 -0.3524 16
-0.3499 0.9669 0.1708 -0.3236 12
-0.3555 0.9649 0.1715 -0.3104 14
-0.3697 0.9666 0.1729 -0.3425 12
-0.3763 0.9638 0.1773 -0.2970 16
-0.3572 0.9638 0.1785 -0.3313 12
-0.3702 0.9626 0.1768 -0.3494 13
-0.3575 0.9635 0.1745 -0.3245 22
-0.3523 0.9618 0.1715 -0.2936 15
-0.3509 0.9631 0.1729 -0.3156 14
-0.3611 0.9631 0.1694 -0.2887 13
-0.3370 0.9632 0.1699 -0.2962 12
-0.3623 0.9632 0.1723 -0.3092 10
-0.3620 0.9628 0.1686 -0.3355 16
-0.3425 0.9647 0.1680 -0.3570 13
-0.3795 0.9657 0.1671 -0.3197 26
-0.3553 0.9639 0.1712 -0.3075 15
-0.3570 0.9652 0.1643 -0.3024 14
-0.3522 0.9664 0.1630 -0.3029 10
-0.3691 0.9651 0.1654 -0.2465 13
-0.3652 0.9644 0.1594 -0.2643 11
-0.3758 0.9655 0.1660 -0.3286 14
-0.3896 0.9652 0.1604 -0.3762 13
-0.4030 0.9670 0.1609 -0.3593 12
-0.3842 0.9663 0.1599 -0.3459 15
-0.3705 0.9668 0.1623 -0.3338 16
-0.3815 0.9714 0.1632 -0.3410 12
-0.4173 0.9664 0.1619 -0.3260 23
-0.3967 0.9667 0.1587 -0.3036 13
-0.4038 0.9661 0.1579 -0.2693 16
-0.3998 0.9672 0.1580 -0.2518 12
-0.4171 0.9657 0.1624 -0.2782 13
-0.3985 0.9654 0.1563 -0.3047 11
-0.3884 0.9674 0.1567 -0.3229 12
-0.4158 0.9670 0.1554 -0.3212 14
-0.3871 0.9663 0.1596 -0.2947 12
-0.3795 0.9657 0.1623 -0.2929 14
-0.3885 0.9657 0.1667 -0.3031 14
-0.3812 0.9647 0.1703 -0.3179 18
-0.3806 0.9638 0.1736 -0.3504 16
-0.3839 0.9648 0.1737 -0.3774 16
-0.3686 0.9649 0.1728 -0.3459 15
-0.3736 0.9638 0.1775 -0.3325 19
-0.3366 0.9641 0.1695 -0.3331 23
-0.3444 0.9647 0.1686 -0.3351 19
-0.3301 0.9648 0.1676 -0.3730 27
-0.3614 0.9676 0.1693 -0.3686 20
-0.3486 0.9654 0.1734 -0.3896 16
-0.3482 0.9652 0.1741 -0.3938 20
-0.3636 0.9657 0.1730 -0.3911 17
-0.3468 0.9658 0.1678 -0.3834 15
-0.3447 0.9672 0.1716 -0.4219 19
-0.3493 0.9657 0.1708 -0.3819 21
-0.3267 0.9665 0.1709 -0.3420 27
-0.3339 0.9651 0.1680 -0.3896 16
-0.3341 0.9664 0.1751 -0.4219 17
-0.3134 0.9651 0.1710 -0.4342 14
-0.3243 0.9651 0.1771 -0.4350 17
-0.3379 0.9647 0.1753 -0.4002 12
-0.3604 0.9637 0.1775 -0.3719 18
-0.3522 0.9641 0.1768 -0.4226 18
-0.3521 0.9644 0.1739 -0.4096 16
-0.3440 0.9645 0.1754 -0.4090 17
-0.3494 0.9641 0.1698 -0.3740 16
-0.3464 0.9651 0.1725 -0.3835 16
-0.3359 0.9621 0.1746 -0.3695 12
-0.3574 0.9625 0.1767 -0.3624 14
-0.3478 0.9631 0.1692 -0.3427 14
-0.3353 0.9593 0.1736 -0.3769 11
-0.3470 0.9625 0.1748 -0.3684 14
-0.3423 0.9592 0.1781 -0.3314 16
-0.3433 0.9619 0.1739 -0.3191 16
-0.3309 0.9625 0.1679 -0.3047 14
-0.3437 0.9642 0.1640 -0.2884 16
-0.3385 0.9640 0.1614 -0.2779 18
-0.3459 0.9638 0.1574 -0.2654 11
-0.3265 0.9659 0.1599 -0.2872 13
-0.3295 0.9661 0.1598 -0.3231 12
-0.3450 0.9651 0.1559 -0.3091 19
-0.3350 0.9651 0.1606 -0.3345 14
-0.3297 0.9660 0.1535 -0.3747 16
-0.3389 0.9692 0.1508 -0.3295 15
-0.3498 0.9692 0.1482 -0.3155 14
-0.3512 0.9685 0.1552 -0.3245 15
-0.3576 0.9659 0.1604 -0.4216 17
-0.3548 0.9668 0.1619 -0.3919 16
-0.3548 0.9670 0.1589 -0.4023 17
-0.3390 0.9676 0.1636 -0.4430 19
-0.3610 0.9677 0.1628 -0.4259 25
-0.3623 0.9663 0.1598 -0.4300 13
-0.3606 0.9682 0.1598 -0.4106 20
-0.3559 0.9684 0.1562 -0.3853 22
-0.3445 0.9727 0.1568 -0.3847 27
-0.3492 0.9720 0.1580 -0.3925 18
-0.3403 0.9717 0.1585 -0.4266 18
-0.3310 0.9675 0.1620 -0.4343 17
-0.3161 0.9666 0.1622 -0.4407 18
-0.3557 0.9664 0.1622 -0.4476 14
-0.3306 0.9683 0.1570 -0.4050 43
-0.3554 0.9691 0.1531 -0.3371 17
-0.3501 0.9677 0.1560 -0.3738 19
-0.3582 0.9718 0.1537 -0.3822 14
-0.3595 0.9685 0.1497 -0.3549 14
-0.3572 0.9684 0.1559 -0.3510 11
-0.3316 0.9677 0.1598 -0.3703 12
-0.3677 0.9668 0.1633 -0.3660 11
-0.3782 0.9661 0.1656 -0.3487 11
-0.3580 0.9647 0.1708 -0.3651 10
-0.3547 0.9648 0.1707 -0.3513 12
-0.3760 0.9642 0.1766 -0.3570 13
-0.3758 0.9644 0.1744 -0.3469 14
-0.3697 0.9638 0.1790 -0.3517 17
-0.4016 0.9647 0.1756 -0.3504 11
-0.3905 0.9647 0.1794 -0.3257 19
-0.4097 0.9615 0.1820 -0.3048 11
-0.3933 0.9614 0.1830 -0.2732 13
-0.4050 0.9621 0.1871 -0.3258 11
-0.4070 0.9616 0.1829 -0.3207 13
-0.3796 0.9606 0.1866 -0.3214 16
-0.3955 0.9615 0.1787 -0.3338 18
-0.4048 0.9641 0.1771 -0.3314 15
-0.4118 0.9625 0.1742 -0.3492 12
-0.3969 0.9639 0.1826 -0.3841 15
-0.4080 0.9632 0.1771 -0.3289 13
-0.3984 0.9594 0.1814 -0.3245 10
-0.3956 0.9621 0.1834 -0.3817 12
-0.3780 0.9560 0.1901 -0.3750 18
-0.4301 0.9577 0.1876 -0.3843 13
-0.4067 0.9565 0.1889 -0.4096 14
-0.4147 0.9574 0.1891 -0.4050 10
-0.4141 0.9574 0.1874 -0.4291 11
-0.4174 0.9573 0.1861 -0.4266 12
-0.4211 0.9594 0.1836 -0.4134 11
-0.3878 0.9595 0.1873 -0.4020 12
-0.4177 0.9574 0.1872 -0.3854 14
-0.4294 0.9574 0.1848 -0.3311 14
-0.4279 0.9573 0.1821 -0.3223 12
-0.4293 0.9564 0.1873 -0.3241 11
-0.4233 0.9617 0.1907 -0.3633 11
-0.4003 0.9560 0.1989 -0.3529 11
-0.4342 0.9565 0.1899 -0.3304 9
-0.4444 0.9572 0.1841 -0.3308 11
-0.4327 0.9620 0.1818 -0.3375 9
-0.4415 0.9628 0.1908 -0.4034 12
-0.4521 0.9617 0.1908 -0.3309 13
-0.4341 0.9570 0.1847 -0.3261 10
-0.4342 0.9558 0.1906 -0.3312 12
-0.4418 0.9564 0.1933 -0.3108 10
-0.4357 0.9540 0.1897 -0.3339 12
-0.4264 0.9546 0.1887 -0.3454 10
-0.4339 0.9602 0.1822 -0.3213 10
-0.4360 0.9612 0.1831 -0.3714 10
-0.4422 0.9621 0.1879 -0.3621 12
-0.4311 0.9570 0.1848 -0.3647 11
-0.4208 0.9592 0.1865 -0.3650 16
-0.4056 0.9621 0.1913 -0.3771 17
-0.4190 0.9607 0.1883 -0.3914 10
-0.4322 0.9585 0.1923 -0.3916 10
-0.4195 0.9617 0.1938 -0.3746 10
-0.4509 0.9640 0.1874 -0.3966 11
-0.4477 0.9653 0.1839 -0.4016 9
-0.4124 0.9659 0.1863 -0.4030 12
-0.4377 0.9640 0.1915 -0.4192 11
-0.4587 0.9632 0.1822 -0.4183 11
-0.4427 0.9654 0.1800 -0.4067 9
-0.4291 0.9654 0.1824 -0.4449 13
-0.4219 0.9645 0.1747 -0.4534 10
-0.4400 0.9666 0.1830 -0.4768 9
-0.4187 0.9661 0.1853 -0.5001 12
-0.4309 0.9647 0.1872 -0.4686 10
-0.4282 0.9638 0.1893 -0.4501 11
-0.4354 0.9636 0.1930 -0.4495 16
-0.4589 0.9647 0.1893 -0.4375 9
-0.4362 0.9607 0.1888 -0.4343 9
-0.4485 0.9602 0.1946 -0.4384 11
-0.4403 0.9594 0.1997 -0.4384 9
-0.4394 0.9616 0.2039 -0.4433 10
-0.4345 0.9584 0.1995 -0.4884 12
-0.4454 0.9602 0.1982 -0.4663 13
-0.4541 0.9594 0.1989 -0.4504 10
-0.4223 0.9567 0.2004 -0.4250 10
-0.4412 0.9585 0.2014 -0.3619 12
-0.4412 0.9574 0.1948 -0.3408 13
-0.3985 0.9546 0.1937 -0.3797 11
-0.4285 0.9611 0.1953 -0.3776 13
-0.4039 0.9577 0.1908 -0.3213 10
-0.4136 0.9565 0.1939 -0.3337 10
-0.4175 0.9546 0.1990 -0.3798 13
-0.4059 0.9534 0.1911 -0.3511 10
-0.4171 0.9518 0.1990 -0.3437 11
-0.4069 0.9536 0.1918 -0.3420 10
-0.4014 0.9549 0.1958 -0.3280 10
-0.3972 0.9546 0.1937 -0.3564 13
-0.3836 0.9558 0.1937 -0.3610 10
-0.4031 0.9546 0.1952 -0.3878 16
-0.3934 0.9538 0.1940 -0.3960 16
-0.3914 0.9564 0.1910 -0.4257 14
-0.3999 0.9577 0.1918 -0.4418 10
-0.4022 0.9564 0.1872 -0.4230 11
-0.3854 0.9577 0.1904 -0.3955 14
-0.3983 0.9568 0.1947 -0.3571 16
-0.3973 0.9534 0.1935 -0.3609 14
-0.3852 0.9518 0.1968 -0.3846 16
-0.3722 0.9540 0.1884 -0.4096 12
-0.3961 0.9559 0.1866 -0.3918 13
-0.3763 0.9549 0.1930 -0.3831 11
-0.3957 0.9530 0.1916 -0.3922 11
-0.4053 0.9550 0.1879 -0.3443 12
-0.4051 0.9540 0.1920 -0.3415 15
